Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
BOS,Cole Koepke,Matthew Poitras,-0.13,7,4,Cole Koepke-Matthew Poitras
TOR,Simon Benoit,Steven Lorentz,-0.13,4,1,Simon Benoit-Steven Lorentz
WPG,Kyle Connor,Morgan Barron,-0.13,1,19,Kyle Connor-Morgan Barron
TOR,Nicholas Robertson,Steven Lorentz,-0.13,4,1,Nicholas Robertson-Steven Lorentz
WPG,Alex Iafallo,Josh Morrissey,-0.13,4,16,Alex Iafallo-Josh Morrissey
CAR,Seth Jarvis,William Carrier,-0.13,3,9,Seth Jarvis-William Carrier
SEA,Jared McCann,Vince Dunn,-0.13,16,3,Jared McCann-Vince Dunn
BUF,Beck Malenstyn,Mattias Samuelsson,-0.13,2,1,Beck Malenstyn-Mattias Samuelsson
EDM,Jeff Skinner,Viktor Arvidsson,-0.13,4,6,Jeff Skinner-Viktor Arvidsson
PHI,Rasmus Ristolainen,Scott Laughton,-0.13,5,2,Rasmus Ristolainen-Scott Laughton
STL,Pierre-Olivier Joseph,Radek Faksa,-0.13,2,1,Pierre-Olivier Joseph-Radek Faksa
OTT,Michael Amadio,Tyler Kleven,-0.13,2,1,Michael Amadio-Tyler Kleven
CHI,Nick Foligno,Taylor Hall,-0.13,6,6,Nick Foligno-Taylor Hall
LAK,Adrian Kempe,Jordan Spence,-0.13,12,4,Adrian Kempe-Jordan Spence
CHI,Patrick Maroon,Wyatt Kaiser,-0.13,3,1,Patrick Maroon-Wyatt Kaiser
CBJ,Mathieu Olivier,Sean Kuraly,-0.13,3,6,Mathieu Olivier-Sean Kuraly
ANA,Cam Fowler,Robby Fabbri,-0.13,1,2,Cam Fowler-Robby Fabbri
MTL,Joel Armia,Justin Barron,-0.14,6,1,Joel Armia-Justin Barron
WPG,Kyle Connor,Nino Niederreiter,-0.14,19,12,Kyle Connor-Nino Niederreiter
DET,Jeff Petry,Marco Kasper,-0.14,1,1,Jeff Petry-Marco Kasper
SJS,Ty Dellandrea,Will Smith,-0.14,1,3,Ty Dellandrea-Will Smith
SJS,Carl Grundstrom,Ty Dellandrea,-0.14,1,2,Carl Grundstrom-Ty Dellandrea
SJS,Jan Rutta,Will Smith,-0.14,3,1,Jan Rutta-Will Smith
TOR,Chris Tanev,Simon Benoit,-0.14,1,3,Chris Tanev-Simon Benoit
TOR,Matthew Knies,Max Domi,-0.14,6,9,Matthew Knies-Max Domi
BUF,Jason Zucker,Peyton Krebs,-0.14,3,10,Jason Zucker-Peyton Krebs
NYR,Adam Fox,Alexis Lafrenière,-0.14,10,9,Adam Fox-Alexis Lafrenière
MIN,Marcus Johansson,Yakov Trenin,-0.14,3,1,Marcus Johansson-Yakov Trenin
MIN,Declan Chisholm,Yakov Trenin,-0.14,1,1,Declan Chisholm-Yakov Trenin
COL,Joel Kiviranta,Josh Manson,-0.14,4,5,Joel Kiviranta-Josh Manson
UTA,Kevin Stenlund,Logan Cooley,-0.14,10,2,Kevin Stenlund-Logan Cooley
MIN,Kirill Kaprizov,Marcus Johansson,-0.14,3,21,Kirill Kaprizov-Marcus Johansson
WSH,Alex Ovechkin,John Carlson,-0.14,16,9,Alex Ovechkin-John Carlson
COL,Chris Wagner,Parker Kelly,-0.14,1,1,Chris Wagner-Parker Kelly
COL,Chris Wagner,Joel Kiviranta,-0.14,4,1,Chris Wagner-Joel Kiviranta
COL,Calvin de Haan,Devon Toews,-0.14,1,2,Calvin de Haan-Devon Toews
MIN,Declan Chisholm,Marat Khusnutdinov,-0.14,2,1,Declan Chisholm-Marat Khusnutdinov
MIN,Marat Khusnutdinov,Marcus Johansson,-0.14,3,2,Marat Khusnutdinov-Marcus Johansson
SEA,Will Borgen,Yanni Gourde,-0.14,3,1,Will Borgen-Yanni Gourde
WPG,Kyle Connor,Rasmus Kupari,-0.14,19,1,Kyle Connor-Rasmus Kupari
WSH,Connor McMichael,John Carlson,-0.14,13,9,Connor McMichael-John Carlson
WPG,Alex Iafallo,Dylan Samberg,-0.14,4,5,Alex Iafallo-Dylan Samberg
PHI,Scott Laughton,Sean Couturier,-0.14,8,5,Scott Laughton-Sean Couturier
WSH,Dylan McIlrath,Hendrix Lapierre,-0.14,1,2,Dylan McIlrath-Hendrix Lapierre
STL,Kasperi Kapanen,Radek Faksa,-0.14,2,1,Kasperi Kapanen-Radek Faksa
BOS,Mark Kastelic,Matthew Poitras,-0.14,7,4,Mark Kastelic-Matthew Poitras
SJS,Barclay Goodrow,Will Smith,-0.14,1,3,Barclay Goodrow-Will Smith
STL,Kasperi Kapanen,Ryan Suter,-0.14,1,4,Kasperi Kapanen-Ryan Suter
WPG,Dylan Samberg,Neal Pionk,-0.14,13,5,Dylan Samberg-Neal Pionk
MTL,Alex Newhook,Justin Barron,-0.14,2,1,Alex Newhook-Justin Barron
TBL,Anthony Cirelli,Erik Cernak,-0.14,13,4,Anthony Cirelli-Erik Cernak
TBL,Anthony Cirelli,Victor Hedman,-0.14,13,13,Anthony Cirelli-Victor Hedman
OTT,Tyler Kleven,Zack MacEwen,-0.14,3,1,Tyler Kleven-Zack MacEwen
PIT,Kris Letang,Noel Acciari,-0.14,4,5,Kris Letang-Noel Acciari
NYR,Braden Schneider,Vincent Trocheck,-0.14,9,5,Braden Schneider-Vincent Trocheck
UTA,Jack McBain,Vladislav Kolyachonok,-0.14,5,4,Jack McBain-Vladislav Kolyachonok
COL,Joel Kiviranta,Samuel Girard,-0.14,4,6,Joel Kiviranta-Samuel Girard
EDM,Adam Henrique,Vasily Podkolzin,-0.14,1,3,Adam Henrique-Vasily Podkolzin
WSH,John Carlson,Nic Dowd,-0.14,6,9,John Carlson-Nic Dowd
MTL,Cole Caufield,Emil Heineman,-0.14,11,3,Cole Caufield-Emil Heineman
TBL,Conor Geekie,Mitchell Chaffee,-0.14,6,3,Conor Geekie-Mitchell Chaffee
EDM,Adam Henrique,Corey Perry,-0.14,1,3,Adam Henrique-Corey Perry
NJD,Jack Hughes,Jonas Siegenthaler,-0.14,12,4,Jack Hughes-Jonas Siegenthaler
ANA,Brett Leason,Robby Fabbri,-0.14,1,1,Brett Leason-Robby Fabbri
NYR,Alexis Lafrenière,Jonny Brodzinski,-0.14,2,10,Alexis Lafrenière-Jonny Brodzinski
DAL,Evgenii Dadonov,Oskar Bäck,-0.14,1,4,Evgenii Dadonov-Oskar Bäck
VGK,Cole Schwindt,Nicolas Hague,-0.14,3,1,Cole Schwindt-Nicolas Hague
COL,Casey Mittelstadt,Chris Wagner,-0.14,15,1,Casey Mittelstadt-Chris Wagner
WPG,Gabriel Vilardi,Nino Niederreiter,-0.14,12,11,Gabriel Vilardi-Nino Niederreiter
UTA,Mikhail Sergachev,Vladislav Kolyachonok,-0.14,4,9,Mikhail Sergachev-Vladislav Kolyachonok
NYR,Artemi Panarin,Kaapo Kakko,-0.14,7,18,Artemi Panarin-Kaapo Kakko
WSH,Aliaksei Protas,John Carlson,-0.15,12,9,Aliaksei Protas-John Carlson
WPG,Alex Iafallo,Morgan Barron,-0.15,1,4,Alex Iafallo-Morgan Barron
COL,Joel Kiviranta,Parker Kelly,-0.15,1,4,Joel Kiviranta-Parker Kelly
CBJ,Ivan Provorov,Sean Monahan,-0.15,11,3,Ivan Provorov-Sean Monahan
WSH,Alex Ovechkin,Martin Fehervary,-0.15,16,2,Alex Ovechkin-Martin Fehervary
OTT,Brady Tkachuk,Ridly Greig,-0.15,2,16,Brady Tkachuk-Ridly Greig
BOS,Brad Marchand,Charlie McAvoy,-0.15,10,4,Brad Marchand-Charlie McAvoy
CBJ,Adam Fantilli,Ivan Provorov,-0.15,6,3,Adam Fantilli-Ivan Provorov
BOS,Charlie Coyle,Morgan Geekie,-0.15,2,2,Charlie Coyle-Morgan Geekie
EDM,Connor McDavid,Darnell Nurse,-0.15,10,6,Connor McDavid-Darnell Nurse
COL,Casey Mittelstadt,Nathan MacKinnon,-0.15,25,15,Casey Mittelstadt-Nathan MacKinnon
CHI,Connor Bedard,Jason Dickinson,-0.15,4,12,Connor Bedard-Jason Dickinson
PHI,Morgan Frost,Tyson Foerster,-0.15,3,6,Morgan Frost-Tyson Foerster
CHI,Nick Foligno,Nolan Allan,-0.15,6,3,Nick Foligno-Nolan Allan
ANA,Cam Fowler,Pavel Mintyukov,-0.15,2,2,Cam Fowler-Pavel Mintyukov
ANA,Ryan Strome,Trevor Zegras,-0.15,6,3,Ryan Strome-Trevor Zegras
TBL,Nick Paul,Victor Hedman,-0.15,11,13,Nick Paul-Victor Hedman
FLA,Aaron Ekblad,Jesper Boqvist,-0.15,4,6,Aaron Ekblad-Jesper Boqvist
NJD,Johnathan Kovacevic,Stefan Noesen,-0.15,13,6,Johnathan Kovacevic-Stefan Noesen
TOR,Bobby McMann,Simon Benoit,-0.15,4,1,Bobby McMann-Simon Benoit
SEA,Oliver Bjorkstrand,Tye Kartye,-0.15,5,1,Oliver Bjorkstrand-Tye Kartye
SEA,Oliver Bjorkstrand,Will Borgen,-0.15,5,1,Oliver Bjorkstrand-Will Borgen
CGY,Martin Pospisil,Ryan Lomberg,-0.15,1,5,Martin Pospisil-Ryan Lomberg
COL,Calvin de Haan,Logan O'Connor,-0.15,2,1,Calvin de Haan-Logan O'Connor
CHI,Nolan Allan,Tyler Bertuzzi,-0.15,5,3,Nolan Allan-Tyler Bertuzzi
CHI,Alex Vlasic,Tyler Bertuzzi,-0.15,5,7,Alex Vlasic-Tyler Bertuzzi
CGY,Brayden Pachal,Daniil Miromanov,-0.15,2,1,Brayden Pachal-Daniil Miromanov
SJS,Mario Ferraro,Tyler Toffoli,-0.15,11,2,Mario Ferraro-Tyler Toffoli
SEA,Chandler Stephenson,Tye Kartye,-0.15,9,1,Chandler Stephenson-Tye Kartye
CGY,Blake Coleman,Justin Kirkland,-0.15,7,5,Blake Coleman-Justin Kirkland
CGY,Blake Coleman,Kevin Bahl,-0.15,7,5,Blake Coleman-Kevin Bahl
MTL,Cole Caufield,Joel Armia,-0.15,6,11,Cole Caufield-Joel Armia
PHI,Erik Johnson,Travis Sanheim,-0.15,1,6,Erik Johnson-Travis Sanheim
BOS,Charlie Coyle,David Pastrnak,-0.15,2,11,Charlie Coyle-David Pastrnak
DAL,Thomas Harley,Tyler Seguin,-0.15,9,6,Thomas Harley-Tyler Seguin
NJD,Jesper Bratt,Paul Cotter,-0.15,15,9,Jesper Bratt-Paul Cotter
UTA,Ian Cole,Michael Kesselring,-0.15,6,6,Ian Cole-Michael Kesselring
CHI,Nolan Allan,Seth Jones,-0.15,3,9,Nolan Allan-Seth Jones
CHI,Connor Bedard,Nick Foligno,-0.15,6,12,Connor Bedard-Nick Foligno
NYR,Mika Zibanejad,Vincent Trocheck,-0.15,9,10,Mika Zibanejad-Vincent Trocheck
CHI,Jason Dickinson,Wyatt Kaiser,-0.15,4,1,Jason Dickinson-Wyatt Kaiser
NSH,Luke Schenn,Michael McCarron,-0.15,2,1,Luke Schenn-Michael McCarron
VGK,Noah Hanifin,Tanner Pearson,-0.15,7,8,Noah Hanifin-Tanner Pearson
VAN,Carson Soucy,Tyler Myers,-0.15,2,1,Carson Soucy-Tyler Myers
BOS,Elias Lindholm,Trent Frederic,-0.15,3,8,Elias Lindholm-Trent Frederic
COL,Josh Manson,Ross Colton,-0.15,9,5,Josh Manson-Ross Colton
CBJ,Adam Fantilli,Sean Kuraly,-0.15,6,3,Adam Fantilli-Sean Kuraly
MIN,Mats Zuccarello,Ryan Hartman,-0.15,4,11,Mats Zuccarello-Ryan Hartman
VAN,Jake DeBrusk,Pius Suter,-0.15,6,5,Jake DeBrusk-Pius Suter
MIN,Frederick Gaudreau,Jon Merrill,-0.15,6,1,Frederick Gaudreau-Jon Merrill
DAL,Mason Marchment,Miro Heiskanen,-0.15,8,4,Mason Marchment-Miro Heiskanen
NSH,Cole Smith,Mark Jankowski,-0.15,1,2,Cole Smith-Mark Jankowski
DAL,Colin Blackwell,Jamie Benn,-0.15,3,5,Colin Blackwell-Jamie Benn
EDM,Connor Brown,Viktor Arvidsson,-0.15,4,2,Connor Brown-Viktor Arvidsson
FLA,Gustav Forsling,Jesper Boqvist,-0.16,4,8,Gustav Forsling-Jesper Boqvist
CGY,Jonathan Huberdeau,Ryan Lomberg,-0.16,8,1,Jonathan Huberdeau-Ryan Lomberg
STL,Matthew Kessel,Ryan Suter,-0.16,1,4,Matthew Kessel-Ryan Suter
CAR,Jaccob Slavin,Jack Roslovic,-0.16,7,4,Jaccob Slavin-Jack Roslovic
CGY,Jonathan Huberdeau,Kevin Bahl,-0.16,8,5,Jonathan Huberdeau-Kevin Bahl
CAR,Dmitry Orlov,Jack Drury,-0.16,7,4,Dmitry Orlov-Jack Drury
SJS,Alexander Wennberg,Ty Dellandrea,-0.16,1,7,Alexander Wennberg-Ty Dellandrea
WSH,Brandon Duhaime,Rasmus Sandin,-0.16,4,5,Brandon Duhaime-Rasmus Sandin
CBJ,Jake Christiansen,Mikael Pyyhtia,-0.16,1,4,Jake Christiansen-Mikael Pyyhtia
SJS,Henry Thrun,Nico Sturm,-0.16,4,1,Henry Thrun-Nico Sturm
TOR,Max Domi,Simon Benoit,-0.16,6,1,Max Domi-Simon Benoit
TOR,Jake McCabe,Simon Benoit,-0.16,1,5,Jake McCabe-Simon Benoit
CBJ,Justin Danforth,Mikael Pyyhtia,-0.16,4,1,Justin Danforth-Mikael Pyyhtia
VGK,Brayden McNabb,Cole Schwindt,-0.16,3,2,Brayden McNabb-Cole Schwindt
ANA,Cutter Gauthier,Robby Fabbri,-0.16,1,4,Cutter Gauthier-Robby Fabbri
COL,Calvin de Haan,Mikko Rantanen,-0.16,17,1,Calvin de Haan-Mikko Rantanen
OTT,Claude Giroux,Ridly Greig,-0.16,11,2,Claude Giroux-Ridly Greig
DET,Alex DeBrincat,Patrick Kane,-0.16,11,8,Alex DeBrincat-Patrick Kane
LAK,Mikey Anderson,Phillip Danault,-0.16,7,6,Mikey Anderson-Phillip Danault
STL,Jake Neighbours,Matthew Kessel,-0.16,5,1,Jake Neighbours-Matthew Kessel
DET,J.T. Compher,Vladimir Tarasenko,-0.16,5,3,J.T. Compher-Vladimir Tarasenko
SEA,Chandler Stephenson,Will Borgen,-0.16,9,1,Chandler Stephenson-Will Borgen
COL,Parker Kelly,Sam Malinski,-0.16,1,3,Parker Kelly-Sam Malinski
PIT,Lars Eller,Marcus Pettersson,-0.16,7,6,Lars Eller-Marcus Pettersson
NJD,Erik Haula,Johnathan Kovacevic,-0.16,8,6,Erik Haula-Johnathan Kovacevic
WPG,Dylan Samberg,Logan Stanley,-0.16,5,3,Dylan Samberg-Logan Stanley
ANA,Brock McGinn,Troy Terry,-0.16,4,10,Brock McGinn-Troy Terry
EDM,Adam Henrique,Zach Hyman,-0.16,1,5,Adam Henrique-Zach Hyman
SEA,Andre Burakovsky,Will Borgen,-0.16,6,1,Andre Burakovsky-Will Borgen
BUF,Beck Malenstyn,Jason Zucker,-0.16,2,10,Beck Malenstyn-Jason Zucker
PHI,Bobby Brink,Sean Couturier,-0.16,5,8,Bobby Brink-Sean Couturier
PHI,Bobby Brink,Owen Tippett,-0.16,5,8,Bobby Brink-Owen Tippett
CBJ,Jack Johnson,Justin Danforth,-0.16,4,1,Jack Johnson-Justin Danforth
WSH,Andrew Mangiapane,Rasmus Sandin,-0.16,4,5,Andrew Mangiapane-Rasmus Sandin
VGK,Cole Schwindt,Ivan Barbashev,-0.16,15,3,Cole Schwindt-Ivan Barbashev
BOS,Brandon Carlo,Charlie Coyle,-0.16,2,3,Brandon Carlo-Charlie Coyle
STL,Justin Faulk,Matthew Kessel,-0.16,5,1,Justin Faulk-Matthew Kessel
WPG,Alex Iafallo,Rasmus Kupari,-0.16,4,1,Alex Iafallo-Rasmus Kupari
STL,Colton Parayko,Justin Faulk,-0.16,5,8,Colton Parayko-Justin Faulk
CGY,Justin Kirkland,Martin Pospisil,-0.16,5,5,Justin Kirkland-Martin Pospisil
SJS,Luke Kunin,Mikael Granlund,-0.16,14,5,Luke Kunin-Mikael Granlund
CGY,Andrei Kuzmenko,Ryan Lomberg,-0.17,7,1,Andrei Kuzmenko-Ryan Lomberg
WPG,Rasmus Kupari,Vladislav Namestnikov,-0.17,1,9,Rasmus Kupari-Vladislav Namestnikov
EDM,Brett Kulak,Evan Bouchard,-0.17,7,4,Brett Kulak-Evan Bouchard
TBL,Erik Cernak,Michael Eyssimont,-0.17,1,4,Erik Cernak-Michael Eyssimont
EDM,Darnell Nurse,Mattias Ekholm,-0.17,9,6,Darnell Nurse-Mattias Ekholm
COL,Logan O'Connor,Miles Wood,-0.17,2,1,Logan O'Connor-Miles Wood
FLA,Nate Schmidt,Uvis Balinskis,-0.17,2,3,Nate Schmidt-Uvis Balinskis
ANA,Brett Leason,Pavel Mintyukov,-0.17,1,2,Brett Leason-Pavel Mintyukov
ANA,Brian Dumoulin,Isac Lundestrom,-0.17,2,2,Brian Dumoulin-Isac Lundestrom
ANA,Isac Lundestrom,Pavel Mintyukov,-0.17,2,2,Isac Lundestrom-Pavel Mintyukov
NYR,Mika Zibanejad,Sam Carrick,-0.17,2,10,Mika Zibanejad-Sam Carrick
STL,Matthew Kessel,Pavel Buchnevich,-0.17,7,1,Matthew Kessel-Pavel Buchnevich
PHI,Rasmus Ristolainen,Tyson Foerster,-0.17,2,3,Rasmus Ristolainen-Tyson Foerster
PHI,Erik Johnson,Tyson Foerster,-0.17,1,3,Erik Johnson-Tyson Foerster
BOS,Andrew Peeke,Brandon Carlo,-0.17,3,2,Andrew Peeke-Brandon Carlo
ANA,Isac Lundestrom,Robby Fabbri,-0.17,1,2,Isac Lundestrom-Robby Fabbri
OTT,Claude Giroux,Zack MacEwen,-0.17,11,3,Claude Giroux-Zack MacEwen
TBL,Cam Atkinson,Ryan McDonagh,-0.17,1,4,Cam Atkinson-Ryan McDonagh
TBL,Cam Atkinson,Conor Geekie,-0.17,1,3,Cam Atkinson-Conor Geekie
ANA,Alex Killorn,Robby Fabbri,-0.17,1,3,Alex Killorn-Robby Fabbri
CBJ,Kevin Labanc,Yegor Chinakhov,-0.17,9,6,Kevin Labanc-Yegor Chinakhov
UTA,Lawson Crouse,Michael Kesselring,-0.17,4,6,Lawson Crouse-Michael Kesselring
NJD,Ondrej Palat,Paul Cotter,-0.17,9,3,Ondrej Palat-Paul Cotter
NSH,Filip Forsberg,Juuso Parssinen,-0.17,10,2,Filip Forsberg-Juuso Parssinen
EDM,Brett Kulak,Viktor Arvidsson,-0.17,4,4,Brett Kulak-Viktor Arvidsson
VGK,Brayden McNabb,Tomas Hertl,-0.17,12,2,Brayden McNabb-Tomas Hertl
PIT,Anthony Beauvillier,Rickard Rakell,-0.17,4,11,Anthony Beauvillier-Rickard Rakell
VGK,Alex Pietrangelo,Victor Olofsson,-0.17,3,12,Alex Pietrangelo-Victor Olofsson
BUF,Bowen Byram,Owen Power,-0.17,8,9,Bowen Byram-Owen Power
CGY,Jonathan Huberdeau,Justin Kirkland,-0.17,8,5,Jonathan Huberdeau-Justin Kirkland
MIN,Declan Chisholm,Marcus Johansson,-0.17,3,1,Declan Chisholm-Marcus Johansson
CGY,Blake Coleman,Matt Coronato,-0.17,7,4,Blake Coleman-Matt Coronato
SJS,Cody Ceci,Mario Ferraro,-0.17,2,2,Cody Ceci-Mario Ferraro
TOR,David Kampf,John Tavares,-0.17,2,11,David Kampf-John Tavares
WPG,Mark Scheifele,Vladislav Namestnikov,-0.17,9,17,Mark Scheifele-Vladislav Namestnikov
WPG,Adam Lowry,Colin Miller,-0.17,11,6,Adam Lowry-Colin Miller
WPG,Adam Lowry,Gabriel Vilardi,-0.17,11,11,Adam Lowry-Gabriel Vilardi
VGK,Alex Pietrangelo,Brayden McNabb,-0.17,2,12,Alex Pietrangelo-Brayden McNabb
MIN,Brock Faber,Jonas Brodin,-0.17,5,6,Brock Faber-Jonas Brodin
VGK,Brett Howden,Ivan Barbashev,-0.17,15,7,Brett Howden-Ivan Barbashev
CGY,Connor Zary,Daniil Miromanov,-0.17,8,2,Connor Zary-Daniil Miromanov
CHI,Ilya Mikheyev,Patrick Maroon,-0.17,3,2,Ilya Mikheyev-Patrick Maroon
FLA,Gustav Forsling,Niko Mikkola,-0.17,8,6,Gustav Forsling-Niko Mikkola
CBJ,Mikael Pyyhtia,Sean Kuraly,-0.17,3,1,Mikael Pyyhtia-Sean Kuraly
MIN,Frederick Gaudreau,Yakov Trenin,-0.17,6,1,Frederick Gaudreau-Yakov Trenin
TBL,Conor Geekie,Darren Raddysh,-0.17,3,1,Conor Geekie-Darren Raddysh
SEA,Jaden Schwartz,Tye Kartye,-0.17,1,8,Jaden Schwartz-Tye Kartye
MIN,Yakov Trenin,Zach Bogosian,-0.17,1,3,Yakov Trenin-Zach Bogosian
NYR,Vincent Trocheck,Will Cuylle,-0.17,8,9,Vincent Trocheck-Will Cuylle
NSH,Luke Schenn,Marc Del Gaizo,-0.17,1,1,Luke Schenn-Marc Del Gaizo
COL,Chris Wagner,Devon Toews,-0.17,1,2,Chris Wagner-Devon Toews
SJS,Luke Kunin,Ty Dellandrea,-0.17,1,5,Luke Kunin-Ty Dellandrea
WSH,Hendrix Lapierre,Martin Fehervary,-0.17,1,2,Hendrix Lapierre-Martin Fehervary
NSH,Cole Smith,Marc Del Gaizo,-0.17,2,1,Cole Smith-Marc Del Gaizo
MIN,Jon Merrill,Marat Khusnutdinov,-0.17,2,1,Jon Merrill-Marat Khusnutdinov
TOR,Conor Timmins,Simon Benoit,-0.17,1,3,Conor Timmins-Simon Benoit
CBJ,Ivan Provorov,Mikael Pyyhtia,-0.17,1,3,Ivan Provorov-Mikael Pyyhtia
PHI,Cam York,Joel Farabee,-0.17,6,3,Cam York-Joel Farabee
TBL,Darren Raddysh,J.J. Moser,-0.17,6,1,Darren Raddysh-J.J. Moser
TBL,Ryan McDonagh,Victor Hedman,-0.17,13,4,Ryan McDonagh-Victor Hedman
TOR,Conor Timmins,Nicholas Robertson,-0.17,1,3,Conor Timmins-Nicholas Robertson
OTT,Jake Sanderson,Nick Jensen,-0.18,5,8,Jake Sanderson-Nick Jensen
BOS,Elias Lindholm,Mason Lohrei,-0.18,8,4,Elias Lindholm-Mason Lohrei
NSH,Luke Schenn,Roman Josi,-0.18,7,1,Luke Schenn-Roman Josi
ANA,Cutter Gauthier,Pavel Mintyukov,-0.18,4,2,Cutter Gauthier-Pavel Mintyukov
PIT,Anthony Beauvillier,Michael Bunting,-0.18,4,2,Anthony Beauvillier-Michael Bunting
MTL,Christian Dvorak,Kaiden Guhle,-0.18,4,4,Christian Dvorak-Kaiden Guhle
PIT,Kevin Hayes,Sidney Crosby,-0.18,15,4,Kevin Hayes-Sidney Crosby
PHI,Jamie Drysdale,Sean Couturier,-0.18,8,3,Jamie Drysdale-Sean Couturier
CBJ,Damon Severson,Justin Danforth,-0.18,4,7,Damon Severson-Justin Danforth
COL,Logan O'Connor,Nathan MacKinnon,-0.18,25,2,Logan O'Connor-Nathan MacKinnon
NSH,Mark Jankowski,Steven Stamkos,-0.18,1,6,Mark Jankowski-Steven Stamkos
SJS,Barclay Goodrow,Nico Sturm,-0.18,1,4,Barclay Goodrow-Nico Sturm
TOR,Mitch Marner,Steven Lorentz,-0.18,4,16,Mitch Marner-Steven Lorentz
WPG,Morgan Barron,Vladislav Namestnikov,-0.18,1,9,Morgan Barron-Vladislav Namestnikov
MIN,Jon Merrill,Marcus Johansson,-0.18,3,1,Jon Merrill-Marcus Johansson
WPG,Cole Perfetti,Kyle Connor,-0.18,19,11,Cole Perfetti-Kyle Connor
VAN,Daniel Sprong,Kiefer Sherwood,-0.18,7,3,Daniel Sprong-Kiefer Sherwood
COL,Calvin de Haan,Joel Kiviranta,-0.18,4,1,Calvin de Haan-Joel Kiviranta
NYI,Noah Dobson,Scott Mayfield,-0.18,6,1,Noah Dobson-Scott Mayfield
NSH,Alexandre Carrier,Luke Schenn,-0.18,5,1,Alexandre Carrier-Luke Schenn
STL,Justin Faulk,Nathan Walker,-0.18,3,5,Justin Faulk-Nathan Walker
STL,Jake Neighbours,Justin Faulk,-0.18,5,5,Jake Neighbours-Justin Faulk
SJS,Jan Rutta,Nico Sturm,-0.18,4,1,Jan Rutta-Nico Sturm
SEA,Matty Beniers,Tye Kartye,-0.18,9,1,Matty Beniers-Tye Kartye
FLA,Niko Mikkola,Sam Bennett,-0.18,13,6,Niko Mikkola-Sam Bennett
DAL,Logan Stankoven,Tyler Seguin,-0.18,9,10,Logan Stankoven-Tyler Seguin
DAL,Ilya Lyubushkin,Miro Heiskanen,-0.18,4,2,Ilya Lyubushkin-Miro Heiskanen
TBL,Conor Geekie,Nick Paul,-0.18,3,11,Conor Geekie-Nick Paul
PIT,Bryan Rust,Kevin Hayes,-0.18,4,4,Bryan Rust-Kevin Hayes
LAK,Mikey Anderson,Trevor Lewis,-0.18,5,6,Mikey Anderson-Trevor Lewis
DAL,Evgenii Dadonov,Ilya Lyubushkin,-0.18,4,2,Evgenii Dadonov-Ilya Lyubushkin
LAK,Andre Lee,Anze Kopitar,-0.18,15,2,Andre Lee-Anze Kopitar
VAN,Brock Boeser,Conor Garland,-0.18,11,10,Brock Boeser-Conor Garland
PIT,Cody Glass,Kris Letang,-0.18,4,5,Cody Glass-Kris Letang
NSH,Alexandre Carrier,Ryan O'Reilly,-0.18,10,5,Alexandre Carrier-Ryan O'Reilly
SEA,Matty Beniers,Yanni Gourde,-0.18,9,3,Matty Beniers-Yanni Gourde
CAR,Jordan Martinook,Sebastian Aho,-0.18,4,10,Jordan Martinook-Sebastian Aho
CBJ,Jack Johnson,Jake Christiansen,-0.18,4,1,Jack Johnson-Jake Christiansen
PHI,Garnet Hathaway,Rasmus Ristolainen,-0.18,5,2,Garnet Hathaway-Rasmus Ristolainen
NSH,Alexandre Carrier,Colton Sissons,-0.18,1,5,Alexandre Carrier-Colton Sissons
SJS,Carl Grundstrom,Will Smith,-0.18,2,3,Carl Grundstrom-Will Smith
STL,Pierre-Olivier Joseph,Ryan Suter,-0.18,1,4,Pierre-Olivier Joseph-Ryan Suter
WSH,Dylan McIlrath,Dylan Strome,-0.18,19,2,Dylan McIlrath-Dylan Strome
TOR,Bobby McMann,Nicholas Robertson,-0.18,4,1,Bobby McMann-Nicholas Robertson
COL,Parker Kelly,Samuel Girard,-0.18,1,6,Parker Kelly-Samuel Girard
COL,Nikolai Kovalenko,Parker Kelly,-0.18,1,6,Nikolai Kovalenko-Parker Kelly
SEA,Jaden Schwartz,Will Borgen,-0.18,8,1,Jaden Schwartz-Will Borgen
NYI,Adam Pelech,Casey Cizikas,-0.18,2,4,Adam Pelech-Casey Cizikas
NSH,Brady Skjei,Roman Josi,-0.18,7,6,Brady Skjei-Roman Josi
WPG,Cole Perfetti,Morgan Barron,-0.19,1,11,Cole Perfetti-Morgan Barron
COL,Calvin de Haan,Sam Malinski,-0.19,1,3,Calvin de Haan-Sam Malinski
WSH,John Carlson,Martin Fehervary,-0.19,9,2,John Carlson-Martin Fehervary
STL,Justin Faulk,Pierre-Olivier Joseph,-0.19,1,5,Justin Faulk-Pierre-Olivier Joseph
COL,Casey Mittelstadt,Devon Toews,-0.19,15,2,Casey Mittelstadt-Devon Toews
WPG,Kyle Connor,Nikolaj Ehlers,-0.19,19,17,Kyle Connor-Nikolaj Ehlers
CBJ,Ivan Provorov,Jack Johnson,-0.19,1,3,Ivan Provorov-Jack Johnson
DAL,Colin Blackwell,Ilya Lyubushkin,-0.19,3,2,Colin Blackwell-Ilya Lyubushkin
MIN,Brock Faber,Zach Bogosian,-0.19,3,6,Brock Faber-Zach Bogosian
TOR,Oliver Ekman-Larsson,Simon Benoit,-0.19,1,6,Oliver Ekman-Larsson-Simon Benoit
