PlayerID,shooterName,Correlation,TotalShots,TeamAbbrev_x
8479379,Givani Smith,0.014908445104021787,23,SJS
8482142,Jamie Drysdale,0.07208884773680105,23,ANA
8476429,Scott Mayfield,-0.042601432284230495,23,NYI
8482142,Jamie Drysdale,0.07208884773680105,23,PHI
8481527,Kaedan Korczak,0.1761053175179594,23,VGK
8475958,Michael Sgarbossa,0.38659300106392996,23,WSH
8477573,Nathan Walker,0.07692442360381205,22,STL
8480806,Isac Lundestrom,0.05193350783021288,22,ANA
8479328,Julien Gauthier,-0.1464896838272619,22,NYI
8478450,Parker Wotherspoon,-0.09332773598991362,22,BOS
8482652,Walker Duehr,-0.058446561460534945,21,CGY
8477989,Christian Dvorak,0.14273829330008253,21,MTL
8471817,Ryan Reaves,-0.07379900741002549,21,TOR
8479981,Jonah Gadjovich,0.08366890787425862,20,FLA
8481059,Scott Perunovich,-0.03893232145219044,20,STL
8480990,Declan Chisholm,0.20552707683014623,20,WPG
8479982,Conor Timmins,-0.05555555555555556,20,TOR
8482070,Mitchell Chaffee,0.5258975685622196,20,TBL
8480990,Declan Chisholm,0.20552707683014623,20,MIN
8484258,Sam Malinski,0.06523280730534421,19,COL
8481237,Kyle MacLean,-0.4873748522188466,19,NYI
8478454,Noah Juulsen,0.32264516903427604,19,VAN
8481093,Rafael Harvey-Pinard,0.296324852142201,19,MTL
8477962,Brendan Lemieux,0.5095246653650679,19,CAR
8478451,Ethan Bear,-0.2727959784275005,19,WSH
8479543,Michael Pezzetta,-0.18929799651846663,18,MTL
8480887,Jordan Harris,0.2674596295992099,18,MTL
8480007,Jonas Rondbjerg,0.33541019662496846,18,VGK
8482730,Brandt Clarke,0.5757201004700226,17,LAK
8477369,Carson Soucy,0.27519839688976305,17,VAN
8479378,Logan Stanley,-0.21463235182628462,17,WPG
8479291,Kevin Rooney,0.2009212603717009,17,CGY
8480834,Ty Emberson,0.4819992036541476,17,SJS
8481019,David Gustafsson,-0.20777923958610894,17,WPG
8480845,Rasmus Kupari,0.3595159254890833,17,WPG
8480823,Alexander Alexeyev,0.031827327735085835,17,WSH
8480078,Filip Chytil,0.19802950859533486,17,NYR
