Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
CGY,Daniil Miromanov,Nick DeSimone,,7,7,Daniil Miromanov-Nick DeSimone
CGY,Ilya Solovyov,Nikita Okhotiuk,,9,3,Ilya Solovyov-Nikita Okhotiuk
CGY,Nick DeSimone,Nikita Okhotiuk,,9,7,Nick DeSimone-Nikita Okhotiuk
CGY,Nikita Okhotiuk,Noah Hanifin,,9,47,Nikita Okhotiuk-Noah Hanifin
CGY,Brayden Pachal,Nick DeSimone,,7,7,Brayden Pachal-Nick DeSimone
CGY,Ilya Solovyov,Nick DeSimone,,3,7,Ilya Solovyov-Nick DeSimone
COL,Bowen Byram,Jean-Luc Foudy,,29,1,Bowen Byram-Jean-Luc Foudy
COL,Bowen Byram,Casey Mittelstadt,,29,57,Bowen Byram-Casey Mittelstadt
COL,Casey Mittelstadt,Jean-Luc Foudy,,1,57,Casey Mittelstadt-Jean-Luc Foudy
COL,Jean-Luc Foudy,Logan O'Connor,,1,25,Jean-Luc Foudy-Logan O'Connor
COL,Jean-Luc Foudy,Miles Wood,,1,26,Jean-Luc Foudy-Miles Wood
COL,Jean-Luc Foudy,Samuel Girard,,1,18,Jean-Luc Foudy-Samuel Girard
COL,Jean-Luc Foudy,Sam Malinski,,1,10,Jean-Luc Foudy-Sam Malinski
COL,Jean-Luc Foudy,Kurtis MacDermid,,1,3,Jean-Luc Foudy-Kurtis MacDermid
COL,Jean-Luc Foudy,Ryan Johansen,,1,23,Jean-Luc Foudy-Ryan Johansen
COL,Artturi Lehkonen,Sam Malinski,,34,10,Artturi Lehkonen-Sam Malinski
COL,Artturi Lehkonen,Kurtis MacDermid,,34,3,Artturi Lehkonen-Kurtis MacDermid
COL,Casey Mittelstadt,Logan O'Connor,,57,25,Casey Mittelstadt-Logan O'Connor
COL,Casey Mittelstadt,Sam Malinski,,57,10,Casey Mittelstadt-Sam Malinski
COL,Casey Mittelstadt,Kurtis MacDermid,,57,3,Casey Mittelstadt-Kurtis MacDermid
COL,Casey Mittelstadt,Ryan Johansen,,57,23,Casey Mittelstadt-Ryan Johansen
COL,Chris Wagner,Logan O'Connor,,25,2,Chris Wagner-Logan O'Connor
COL,Chris Wagner,Sam Malinski,,2,10,Chris Wagner-Sam Malinski
COL,Chris Wagner,Kurtis MacDermid,,2,3,Chris Wagner-Kurtis MacDermid
COL,Kurtis MacDermid,Samuel Girard,,18,3,Kurtis MacDermid-Samuel Girard
EDM,Leon Draisaitl,Raphael Lavoie,,106,0,Leon Draisaitl-Raphael Lavoie
EDM,Leon Draisaitl,Philip Kemp,,106,0,Leon Draisaitl-Philip Kemp
EDM,Dylan Holloway,Raphael Lavoie,,9,0,Dylan Holloway-Raphael Lavoie
EDM,Dylan Holloway,Philip Kemp,,9,0,Dylan Holloway-Philip Kemp
EDM,Raphael Lavoie,Zach Hyman,,77,0,Raphael Lavoie-Zach Hyman
EDM,Philip Kemp,Zach Hyman,,77,0,Philip Kemp-Zach Hyman
EDM,Evander Kane,Raphael Lavoie,,44,0,Evander Kane-Raphael Lavoie
EDM,Evander Kane,Philip Broberg,,44,2,Evander Kane-Philip Broberg
EDM,Evander Kane,Philip Kemp,,44,0,Evander Kane-Philip Kemp
EDM,Connor McDavid,Raphael Lavoie,,0,132,Connor McDavid-Raphael Lavoie
EDM,Raphael Lavoie,Ryan McLeod,,0,30,Raphael Lavoie-Ryan McLeod
EDM,Raphael Lavoie,Ryan Nugent-Hopkins,,0,67,Raphael Lavoie-Ryan Nugent-Hopkins
EDM,Derek Ryan,Raphael Lavoie,,0,12,Derek Ryan-Raphael Lavoie
EDM,Evan Bouchard,Raphael Lavoie,,0,82,Evan Bouchard-Raphael Lavoie
EDM,Philip Broberg,Raphael Lavoie,,0,2,Philip Broberg-Raphael Lavoie
EDM,Cody Ceci,Raphael Lavoie,,0,25,Cody Ceci-Raphael Lavoie
EDM,Mattias Ekholm,Raphael Lavoie,,0,45,Mattias Ekholm-Raphael Lavoie
EDM,Philip Kemp,Raphael Lavoie,,0,0,Philip Kemp-Raphael Lavoie
EDM,Brett Kulak,Raphael Lavoie,,0,16,Brett Kulak-Raphael Lavoie
EDM,Darnell Nurse,Raphael Lavoie,,0,32,Darnell Nurse-Raphael Lavoie
EDM,Connor McDavid,Philip Kemp,,132,0,Connor McDavid-Philip Kemp
EDM,Philip Kemp,Ryan McLeod,,30,0,Philip Kemp-Ryan McLeod
EDM,Philip Kemp,Ryan Nugent-Hopkins,,67,0,Philip Kemp-Ryan Nugent-Hopkins
EDM,Derek Ryan,Philip Kemp,,12,0,Derek Ryan-Philip Kemp
EDM,Evan Bouchard,Philip Kemp,,82,0,Evan Bouchard-Philip Kemp
EDM,Philip Broberg,Philip Kemp,,2,0,Philip Broberg-Philip Kemp
EDM,Cody Ceci,Philip Kemp,,25,0,Cody Ceci-Philip Kemp
EDM,Mattias Ekholm,Philip Kemp,,45,0,Mattias Ekholm-Philip Kemp
EDM,Brett Kulak,Philip Kemp,,0,16,Brett Kulak-Philip Kemp
EDM,Darnell Nurse,Philip Kemp,,0,32,Darnell Nurse-Philip Kemp
LAK,Quinton Byfield,Tobias Bjornfot,,0,55,Quinton Byfield-Tobias Bjornfot
LAK,Phillip Danault,Tobias Bjornfot,,0,47,Phillip Danault-Tobias Bjornfot
LAK,Kevin Fiala,Tobias Bjornfot,,0,73,Kevin Fiala-Tobias Bjornfot
LAK,Arthur Kaliyev,Tobias Bjornfot,,0,15,Arthur Kaliyev-Tobias Bjornfot
LAK,Adrian Kempe,Tobias Bjornfot,,0,75,Adrian Kempe-Tobias Bjornfot
LAK,Anze Kopitar,Tobias Bjornfot,,0,70,Anze Kopitar-Tobias Bjornfot
LAK,Alex Laferriere,Tobias Bjornfot,,0,23,Alex Laferriere-Tobias Bjornfot
LAK,Tobias Bjornfot,Trevor Moore,,0,57,Tobias Bjornfot-Trevor Moore
LAK,Mikey Anderson,Tobias Bjornfot,,0,18,Mikey Anderson-Tobias Bjornfot
LAK,Brandt Clarke,Tobias Bjornfot,,0,6,Brandt Clarke-Tobias Bjornfot
LAK,Drew Doughty,Tobias Bjornfot,,0,50,Drew Doughty-Tobias Bjornfot
LAK,Andreas Englund,Tobias Bjornfot,,0,10,Andreas Englund-Tobias Bjornfot
LAK,Tobias Bjornfot,Vladislav Gavrikov,,0,23,Tobias Bjornfot-Vladislav Gavrikov
LAK,Jacob Moverare,Tobias Bjornfot,,0,1,Jacob Moverare-Tobias Bjornfot
LAK,Jordan Spence,Tobias Bjornfot,,0,24,Jordan Spence-Tobias Bjornfot
LAK,Carl Grundstrom,Tobias Bjornfot,,0,12,Carl Grundstrom-Tobias Bjornfot
LAK,Pierre-Luc Dubois,Tobias Bjornfot,,0,40,Pierre-Luc Dubois-Tobias Bjornfot
LAK,Arthur Kaliyev,Brandt Clarke,,15,6,Arthur Kaliyev-Brandt Clarke
LAK,Adrian Kempe,Jacob Moverare,,75,1,Adrian Kempe-Jacob Moverare
LAK,Jacob Moverare,Mikey Anderson,,18,1,Jacob Moverare-Mikey Anderson
LAK,Brandt Clarke,Carl Grundstrom,,6,12,Brandt Clarke-Carl Grundstrom
LAK,Carl Grundstrom,Jacob Moverare,,1,12,Carl Grundstrom-Jacob Moverare
MTL,Josh Anderson,Lane Hutson,,20,2,Josh Anderson-Lane Hutson
MTL,Joel Armia,Kirby Dach,,25,2,Joel Armia-Kirby Dach
MTL,Joel Armia,Lane Hutson,,25,2,Joel Armia-Lane Hutson
MTL,Cole Caufield,Kirby Dach,,65,2,Cole Caufield-Kirby Dach
MTL,Cole Caufield,Lane Hutson,,65,2,Cole Caufield-Lane Hutson
MTL,Christian Dvorak,Kirby Dach,,2,9,Christian Dvorak-Kirby Dach
MTL,Brendan Gallagher,Kirby Dach,,2,31,Brendan Gallagher-Kirby Dach
MTL,Kirby Dach,Rafael Harvey-Pinard,,2,10,Kirby Dach-Rafael Harvey-Pinard
MTL,Kirby Dach,Michael Pezzetta,,2,12,Kirby Dach-Michael Pezzetta
MTL,Jordan Harris,Kirby Dach,,2,14,Jordan Harris-Kirby Dach
MTL,Kirby Dach,Lane Hutson,,2,2,Kirby Dach-Lane Hutson
MTL,David Savard,Kirby Dach,,2,24,David Savard-Kirby Dach
MTL,Johnathan Kovacevic,Kirby Dach,,2,13,Johnathan Kovacevic-Kirby Dach
MTL,Christian Dvorak,Lane Hutson,,9,2,Christian Dvorak-Lane Hutson
MTL,Jake Evans,Lane Hutson,,28,2,Jake Evans-Lane Hutson
MTL,Brendan Gallagher,Lane Hutson,,31,2,Brendan Gallagher-Lane Hutson
MTL,Lane Hutson,Rafael Harvey-Pinard,,10,2,Lane Hutson-Rafael Harvey-Pinard
MTL,Alex Newhook,Lane Hutson,,34,2,Alex Newhook-Lane Hutson
MTL,Lane Hutson,Michael Pezzetta,,12,2,Lane Hutson-Michael Pezzetta
MTL,Juraj Slafkovsky,Lane Hutson,,50,2,Juraj Slafkovsky-Lane Hutson
MTL,Lane Hutson,Nick Suzuki,,77,2,Lane Hutson-Nick Suzuki
MTL,Kaiden Guhle,Lane Hutson,,22,2,Kaiden Guhle-Lane Hutson
MTL,Jordan Harris,Lane Hutson,,14,2,Jordan Harris-Lane Hutson
MTL,Lane Hutson,Mike Matheson,,2,62,Lane Hutson-Mike Matheson
MTL,David Savard,Lane Hutson,,2,24,David Savard-Lane Hutson
MTL,Arber Xhekaj,Lane Hutson,,2,10,Arber Xhekaj-Lane Hutson
MTL,Johnathan Kovacevic,Lane Hutson,,2,13,Johnathan Kovacevic-Lane Hutson
TOR,Alex Steeves,Connor Dewar,,19,0,Alex Steeves-Connor Dewar
TOR,Connor Dewar,Marshall Rifai,,19,0,Connor Dewar-Marshall Rifai
TOR,Alex Steeves,Pontus Holmberg,,17,0,Alex Steeves-Pontus Holmberg
TOR,Marshall Rifai,Pontus Holmberg,,17,0,Marshall Rifai-Pontus Holmberg
TOR,Alex Steeves,Calle Jarnkrok,,21,0,Alex Steeves-Calle Jarnkrok
TOR,Calle Jarnkrok,Marshall Rifai,,21,0,Calle Jarnkrok-Marshall Rifai
TOR,Alex Steeves,David Kampf,,19,0,Alex Steeves-David Kampf
TOR,David Kampf,Marshall Rifai,,19,0,David Kampf-Marshall Rifai
TOR,Alex Steeves,Matthew Knies,,35,0,Alex Steeves-Matthew Knies
TOR,Marshall Rifai,Matthew Knies,,35,0,Marshall Rifai-Matthew Knies
TOR,Alex Steeves,Mitch Marner,,85,0,Alex Steeves-Mitch Marner
TOR,Marshall Rifai,Mitch Marner,,85,0,Marshall Rifai-Mitch Marner
TOR,Alex Steeves,Auston Matthews,,107,0,Alex Steeves-Auston Matthews
TOR,Auston Matthews,Marshall Rifai,,107,0,Auston Matthews-Marshall Rifai
TOR,Alex Steeves,Bobby McMann,,24,0,Alex Steeves-Bobby McMann
TOR,Bobby McMann,Marshall Rifai,,24,0,Bobby McMann-Marshall Rifai
TOR,Alex Steeves,William Nylander,,98,0,Alex Steeves-William Nylander
TOR,Marshall Rifai,William Nylander,,98,0,Marshall Rifai-William Nylander
TOR,Alex Steeves,Ryan Reaves,,6,0,Alex Steeves-Ryan Reaves
TOR,Marshall Rifai,Ryan Reaves,,6,0,Marshall Rifai-Ryan Reaves
TOR,Alex Steeves,Nicholas Robertson,,27,0,Alex Steeves-Nicholas Robertson
TOR,Marshall Rifai,Nicholas Robertson,,27,0,Marshall Rifai-Nicholas Robertson
TOR,Alex Steeves,John Tavares,,0,65,Alex Steeves-John Tavares
TOR,Alex Steeves,Simon Benoit,,0,5,Alex Steeves-Simon Benoit
TOR,Alex Steeves,Timothy Liljegren,,0,23,Alex Steeves-Timothy Liljegren
TOR,Alex Steeves,Jake McCabe,,0,28,Alex Steeves-Jake McCabe
TOR,Alex Steeves,Morgan Rielly,,0,58,Alex Steeves-Morgan Rielly
TOR,Alex Steeves,Marshall Rifai,,0,0,Alex Steeves-Marshall Rifai
TOR,Alex Steeves,Conor Timmins,,0,10,Alex Steeves-Conor Timmins
TOR,John Tavares,Marshall Rifai,,65,0,John Tavares-Marshall Rifai
TOR,Marshall Rifai,Simon Benoit,,5,0,Marshall Rifai-Simon Benoit
TOR,Marshall Rifai,Timothy Liljegren,,23,0,Marshall Rifai-Timothy Liljegren
TOR,Jake McCabe,Marshall Rifai,,28,0,Jake McCabe-Marshall Rifai
TOR,Marshall Rifai,Morgan Rielly,,58,0,Marshall Rifai-Morgan Rielly
TOR,Conor Timmins,Marshall Rifai,,0,10,Conor Timmins-Marshall Rifai
VAN,Andrei Kuzmenko,Arshdeep Bains,,46,0,Andrei Kuzmenko-Arshdeep Bains
VAN,Andrei Kuzmenko,Linus Karlsson,,46,0,Andrei Kuzmenko-Linus Karlsson
VAN,Andrei Kuzmenko,Vasily Podkolzin,,46,2,Andrei Kuzmenko-Vasily Podkolzin
VAN,Andrei Kuzmenko,Cole McWard,,46,0,Andrei Kuzmenko-Cole McWard
VAN,Arshdeep Bains,Ilya Mikheyev,,31,0,Arshdeep Bains-Ilya Mikheyev
VAN,Ilya Mikheyev,Linus Karlsson,,31,0,Ilya Mikheyev-Linus Karlsson
VAN,Cole McWard,Ilya Mikheyev,,31,0,Cole McWard-Ilya Mikheyev
VAN,Arshdeep Bains,Nils Aman,,7,0,Arshdeep Bains-Nils Aman
VAN,Nils Aman,Phillip Di Giuseppe,,7,10,Nils Aman-Phillip Di Giuseppe
VAN,Linus Karlsson,Nils Aman,,7,0,Linus Karlsson-Nils Aman
VAN,Mark Friedman,Nils Aman,,7,1,Mark Friedman-Nils Aman
VAN,Cole McWard,Nils Aman,,7,0,Cole McWard-Nils Aman
VAN,Arshdeep Bains,Teddy Blueger,,0,28,Arshdeep Bains-Teddy Blueger
VAN,Arshdeep Bains,Brock Boeser,,0,73,Arshdeep Bains-Brock Boeser
VAN,Arshdeep Bains,Phillip Di Giuseppe,,0,10,Arshdeep Bains-Phillip Di Giuseppe
VAN,Arshdeep Bains,Conor Garland,,0,47,Arshdeep Bains-Conor Garland
VAN,Arshdeep Bains,Nils Hoglander,,0,36,Arshdeep Bains-Nils Hoglander
VAN,Arshdeep Bains,Dakota Joshua,,0,32,Arshdeep Bains-Dakota Joshua
VAN,Arshdeep Bains,Linus Karlsson,,0,0,Arshdeep Bains-Linus Karlsson
VAN,Arshdeep Bains,J.T. Miller,,0,103,Arshdeep Bains-J.T. Miller
VAN,Arshdeep Bains,Elias Pettersson,,0,89,Arshdeep Bains-Elias Pettersson
VAN,Arshdeep Bains,Vasily Podkolzin,,0,2,Arshdeep Bains-Vasily Podkolzin
VAN,Arshdeep Bains,Pius Suter,,0,29,Arshdeep Bains-Pius Suter
VAN,Arshdeep Bains,Mark Friedman,,0,1,Arshdeep Bains-Mark Friedman
VAN,Arshdeep Bains,Filip Hronek,,0,48,Arshdeep Bains-Filip Hronek
VAN,Arshdeep Bains,Quinn Hughes,,0,92,Arshdeep Bains-Quinn Hughes
VAN,Arshdeep Bains,Noah Juulsen,,0,7,Arshdeep Bains-Noah Juulsen
VAN,Arshdeep Bains,Cole McWard,,0,0,Arshdeep Bains-Cole McWard
VAN,Arshdeep Bains,Tyler Myers,,0,29,Arshdeep Bains-Tyler Myers
VAN,Arshdeep Bains,Carson Soucy,,0,6,Arshdeep Bains-Carson Soucy
VAN,Linus Karlsson,Teddy Blueger,,28,0,Linus Karlsson-Teddy Blueger
VAN,Mark Friedman,Teddy Blueger,,28,1,Mark Friedman-Teddy Blueger
VAN,Cole McWard,Teddy Blueger,,28,0,Cole McWard-Teddy Blueger
VAN,Brock Boeser,Linus Karlsson,,73,0,Brock Boeser-Linus Karlsson
VAN,Brock Boeser,Cole McWard,,73,0,Brock Boeser-Cole McWard
VAN,Linus Karlsson,Phillip Di Giuseppe,,10,0,Linus Karlsson-Phillip Di Giuseppe
VAN,Phillip Di Giuseppe,Vasily Podkolzin,,10,2,Phillip Di Giuseppe-Vasily Podkolzin
VAN,Cole McWard,Phillip Di Giuseppe,,10,0,Cole McWard-Phillip Di Giuseppe
VAN,Conor Garland,Linus Karlsson,,47,0,Conor Garland-Linus Karlsson
VAN,Cole McWard,Conor Garland,,47,0,Cole McWard-Conor Garland
VAN,Linus Karlsson,Nils Hoglander,,36,0,Linus Karlsson-Nils Hoglander
VAN,Cole McWard,Nils Hoglander,,36,0,Cole McWard-Nils Hoglander
VAN,Dakota Joshua,Linus Karlsson,,32,0,Dakota Joshua-Linus Karlsson
VAN,Dakota Joshua,Mark Friedman,,32,1,Dakota Joshua-Mark Friedman
VAN,Cole McWard,Dakota Joshua,,32,0,Cole McWard-Dakota Joshua
VAN,J.T. Miller,Linus Karlsson,,0,103,J.T. Miller-Linus Karlsson
VAN,Elias Pettersson,Linus Karlsson,,0,89,Elias Pettersson-Linus Karlsson
VAN,Linus Karlsson,Vasily Podkolzin,,0,2,Linus Karlsson-Vasily Podkolzin
VAN,Linus Karlsson,Pius Suter,,0,29,Linus Karlsson-Pius Suter
VAN,Linus Karlsson,Mark Friedman,,0,1,Linus Karlsson-Mark Friedman
VAN,Filip Hronek,Linus Karlsson,,0,48,Filip Hronek-Linus Karlsson
VAN,Linus Karlsson,Quinn Hughes,,0,92,Linus Karlsson-Quinn Hughes
VAN,Linus Karlsson,Noah Juulsen,,0,7,Linus Karlsson-Noah Juulsen
VAN,Cole McWard,Linus Karlsson,,0,0,Cole McWard-Linus Karlsson
VAN,Linus Karlsson,Tyler Myers,,0,29,Linus Karlsson-Tyler Myers
VAN,Carson Soucy,Linus Karlsson,,0,6,Carson Soucy-Linus Karlsson
VAN,Cole McWard,J.T. Miller,,103,0,Cole McWard-J.T. Miller
VAN,Cole McWard,Elias Pettersson,,89,0,Cole McWard-Elias Pettersson
VAN,Mark Friedman,Vasily Podkolzin,,2,1,Mark Friedman-Vasily Podkolzin
VAN,Cole McWard,Vasily Podkolzin,,2,0,Cole McWard-Vasily Podkolzin
VAN,Carson Soucy,Vasily Podkolzin,,2,6,Carson Soucy-Vasily Podkolzin
VAN,Cole McWard,Pius Suter,,29,0,Cole McWard-Pius Suter
VAN,Mark Friedman,Noah Juulsen,,1,7,Mark Friedman-Noah Juulsen
VAN,Cole McWard,Mark Friedman,,1,0,Cole McWard-Mark Friedman
VAN,Cole McWard,Filip Hronek,,48,0,Cole McWard-Filip Hronek
VAN,Cole McWard,Quinn Hughes,,92,0,Cole McWard-Quinn Hughes
VAN,Cole McWard,Noah Juulsen,,7,0,Cole McWard-Noah Juulsen
VAN,Cole McWard,Tyler Myers,,0,29,Cole McWard-Tyler Myers
VAN,Carson Soucy,Cole McWard,,0,6,Carson Soucy-Cole McWard
WPG,Declan Chisholm,Mason Appleton,,9,36,Declan Chisholm-Mason Appleton
WPG,David Gustafsson,Declan Chisholm,,9,7,David Gustafsson-Declan Chisholm
WPG,Alex Iafallo,Declan Chisholm,,9,27,Alex Iafallo-Declan Chisholm
WPG,Axel Jonsson-Fjallby,Declan Chisholm,,9,5,Axel Jonsson-Fjallby-Declan Chisholm
WPG,Declan Chisholm,Rasmus Kupari,,9,1,Declan Chisholm-Rasmus Kupari
WPG,Adam Lowry,Declan Chisholm,,9,35,Adam Lowry-Declan Chisholm
WPG,Declan Chisholm,Vladislav Namestnikov,,9,37,Declan Chisholm-Vladislav Namestnikov
WPG,Declan Chisholm,Nino Niederreiter,,9,34,Declan Chisholm-Nino Niederreiter
WPG,Declan Chisholm,Neal Pionk,,9,33,Declan Chisholm-Neal Pionk
WPG,Declan Chisholm,Nate Schmidt,,9,14,Declan Chisholm-Nate Schmidt
WPG,Declan Chisholm,Logan Stanley,,9,2,Declan Chisholm-Logan Stanley
WPG,David Gustafsson,Rasmus Kupari,,7,1,David Gustafsson-Rasmus Kupari
WPG,Axel Jonsson-Fjallby,Rasmus Kupari,,5,1,Axel Jonsson-Fjallby-Rasmus Kupari
WPG,Axel Jonsson-Fjallby,Logan Stanley,,5,2,Axel Jonsson-Fjallby-Logan Stanley
WPG,Logan Stanley,Rasmus Kupari,,1,2,Logan Stanley-Rasmus Kupari
BUF,JJ Peterka,Kale Clague,,50,1,JJ Peterka-Kale Clague
BUF,Jack Quinn,Kale Clague,,19,1,Jack Quinn-Kale Clague
BUF,Bowen Byram,Kale Clague,,29,1,Bowen Byram-Kale Clague
BUF,Bowen Byram,Mattias Samuelsson,,29,7,Bowen Byram-Mattias Samuelsson
BUF,Kale Clague,Owen Power,,1,33,Kale Clague-Owen Power
BUF,Kale Clague,Mattias Samuelsson,,1,7,Kale Clague-Mattias Samuelsson
BUF,Casey Mittelstadt,Kale Clague,,1,57,Casey Mittelstadt-Kale Clague
CBJ,Andrew Peeke,Gavin Brindley,,10,0,Andrew Peeke-Gavin Brindley
CBJ,Gavin Brindley,Yegor Chinakhov,,0,29,Gavin Brindley-Yegor Chinakhov
CBJ,Gavin Brindley,Justin Danforth,,0,26,Gavin Brindley-Justin Danforth
CBJ,Adam Fantilli,Gavin Brindley,,0,27,Adam Fantilli-Gavin Brindley
CBJ,Gavin Brindley,Johnny Gaudreau,,0,60,Gavin Brindley-Johnny Gaudreau
CBJ,Boone Jenner,Gavin Brindley,,0,35,Boone Jenner-Gavin Brindley
CBJ,Gavin Brindley,Kent Johnson,,0,16,Gavin Brindley-Kent Johnson
CBJ,Gavin Brindley,Sean Kuraly,,0,18,Gavin Brindley-Sean Kuraly
CBJ,Gavin Brindley,Kirill Marchenko,,0,42,Gavin Brindley-Kirill Marchenko
CBJ,Gavin Brindley,Mathieu Olivier,,0,12,Gavin Brindley-Mathieu Olivier
CBJ,Cole Sillinger,Gavin Brindley,,0,32,Cole Sillinger-Gavin Brindley
CBJ,Dmitri Voronkov,Gavin Brindley,,0,34,Dmitri Voronkov-Gavin Brindley
CBJ,Adam Boqvist,Gavin Brindley,,0,10,Adam Boqvist-Gavin Brindley
CBJ,Erik Gudbranson,Gavin Brindley,,0,26,Erik Gudbranson-Gavin Brindley
CBJ,Gavin Brindley,Ivan Provorov,,0,32,Gavin Brindley-Ivan Provorov
CBJ,Damon Severson,Gavin Brindley,,0,28,Damon Severson-Gavin Brindley
CBJ,Gavin Brindley,Zach Werenski,,0,57,Gavin Brindley-Zach Werenski
CBJ,Alexandre Texier,Gavin Brindley,,0,30,Alexandre Texier-Gavin Brindley
DAL,Joel Hanley,Mavrik Bourque,,5,0,Joel Hanley-Mavrik Bourque
DAL,Joel Hanley,Logan Stankoven,,5,14,Joel Hanley-Logan Stankoven
DAL,Alexander Petrovic,Joel Hanley,,5,0,Alexander Petrovic-Joel Hanley
DAL,Joel Hanley,Ty Dellandrea,,5,9,Joel Hanley-Ty Dellandrea
DAL,Jamie Benn,Mavrik Bourque,,60,0,Jamie Benn-Mavrik Bourque
DAL,Alexander Petrovic,Jamie Benn,,60,0,Alexander Petrovic-Jamie Benn
DAL,Evgenii Dadonov,Mavrik Bourque,,0,23,Evgenii Dadonov-Mavrik Bourque
DAL,Mavrik Bourque,Radek Faksa,,0,19,Mavrik Bourque-Radek Faksa
DAL,Mavrik Bourque,Roope Hintz,,0,65,Mavrik Bourque-Roope Hintz
DAL,Mavrik Bourque,Wyatt Johnston,,0,65,Mavrik Bourque-Wyatt Johnston
DAL,Mason Marchment,Mavrik Bourque,,0,53,Mason Marchment-Mavrik Bourque
DAL,Jason Robertson,Mavrik Bourque,,0,80,Jason Robertson-Mavrik Bourque
DAL,Mavrik Bourque,Tyler Seguin,,0,52,Mavrik Bourque-Tyler Seguin
DAL,Logan Stankoven,Mavrik Bourque,,0,14,Logan Stankoven-Mavrik Bourque
DAL,Mavrik Bourque,Thomas Harley,,0,47,Mavrik Bourque-Thomas Harley
DAL,Mavrik Bourque,Miro Heiskanen,,0,54,Mavrik Bourque-Miro Heiskanen
DAL,Esa Lindell,Mavrik Bourque,,0,26,Esa Lindell-Mavrik Bourque
DAL,Alexander Petrovic,Mavrik Bourque,,0,0,Alexander Petrovic-Mavrik Bourque
DAL,Mavrik Bourque,Ty Dellandrea,,0,9,Mavrik Bourque-Ty Dellandrea
DAL,Evgenii Dadonov,Logan Stankoven,,23,14,Evgenii Dadonov-Logan Stankoven
DAL,Alexander Petrovic,Evgenii Dadonov,,23,0,Alexander Petrovic-Evgenii Dadonov
DAL,Alexander Petrovic,Radek Faksa,,19,0,Alexander Petrovic-Radek Faksa
DAL,Alexander Petrovic,Roope Hintz,,65,0,Alexander Petrovic-Roope Hintz
DAL,Alexander Petrovic,Wyatt Johnston,,65,0,Alexander Petrovic-Wyatt Johnston
DAL,Alexander Petrovic,Mason Marchment,,53,0,Alexander Petrovic-Mason Marchment
DAL,Alexander Petrovic,Jason Robertson,,80,0,Alexander Petrovic-Jason Robertson
DAL,Alexander Petrovic,Tyler Seguin,,52,0,Alexander Petrovic-Tyler Seguin
DAL,Alexander Petrovic,Logan Stankoven,,14,0,Alexander Petrovic-Logan Stankoven
DAL,Alexander Petrovic,Thomas Harley,,47,0,Alexander Petrovic-Thomas Harley
DAL,Alexander Petrovic,Miro Heiskanen,,54,0,Alexander Petrovic-Miro Heiskanen
DAL,Alexander Petrovic,Esa Lindell,,26,0,Alexander Petrovic-Esa Lindell
DAL,Alexander Petrovic,Ty Dellandrea,,0,9,Alexander Petrovic-Ty Dellandrea
DET,Justin Holl,Simon Edvinsson,,2,5,Justin Holl-Simon Edvinsson
DET,Klim Kostin,Simon Edvinsson,,2,14,Klim Kostin-Simon Edvinsson
DET,Jake Walman,Simon Edvinsson,,2,21,Jake Walman-Simon Edvinsson
DET,Justin Holl,Klim Kostin,,5,14,Justin Holl-Klim Kostin
FLA,Aleksander Barkov,Mackie Samoskevich,,80,0,Aleksander Barkov-Mackie Samoskevich
FLA,Aleksander Barkov,Justin Sourdif,,80,0,Aleksander Barkov-Justin Sourdif
FLA,Aleksander Barkov,Tobias Bjornfot,,80,0,Aleksander Barkov-Tobias Bjornfot
FLA,Mackie Samoskevich,Sam Bennett,,41,0,Mackie Samoskevich-Sam Bennett
FLA,Justin Sourdif,Sam Bennett,,41,0,Justin Sourdif-Sam Bennett
FLA,Sam Bennett,Tobias Bjornfot,,41,0,Sam Bennett-Tobias Bjornfot
FLA,Jonah Gadjovich,Mackie Samoskevich,,4,0,Jonah Gadjovich-Mackie Samoskevich
FLA,Jonah Gadjovich,Justin Sourdif,,4,0,Jonah Gadjovich-Justin Sourdif
FLA,Jonah Gadjovich,Uvis Balinskis,,4,3,Jonah Gadjovich-Uvis Balinskis
FLA,Jonah Gadjovich,Tobias Bjornfot,,4,0,Jonah Gadjovich-Tobias Bjornfot
FLA,Mackie Samoskevich,William Lockwood,,1,0,Mackie Samoskevich-William Lockwood
FLA,Justin Sourdif,William Lockwood,,1,0,Justin Sourdif-William Lockwood
FLA,Uvis Balinskis,William Lockwood,,1,3,Uvis Balinskis-William Lockwood
FLA,Tobias Bjornfot,William Lockwood,,1,0,Tobias Bjornfot-William Lockwood
FLA,Anton Lundell,Mackie Samoskevich,,35,0,Anton Lundell-Mackie Samoskevich
FLA,Anton Lundell,Justin Sourdif,,35,0,Anton Lundell-Justin Sourdif
FLA,Anton Lundell,Tobias Bjornfot,,35,0,Anton Lundell-Tobias Bjornfot
FLA,Eetu Luostarinen,Mackie Samoskevich,,27,0,Eetu Luostarinen-Mackie Samoskevich
FLA,Eetu Luostarinen,Justin Sourdif,,27,0,Eetu Luostarinen-Justin Sourdif
FLA,Eetu Luostarinen,Tobias Bjornfot,,27,0,Eetu Luostarinen-Tobias Bjornfot
FLA,Mackie Samoskevich,Sam Reinhart,,94,0,Mackie Samoskevich-Sam Reinhart
FLA,Justin Sourdif,Sam Reinhart,,94,0,Justin Sourdif-Sam Reinhart
FLA,Sam Reinhart,Tobias Bjornfot,,94,0,Sam Reinhart-Tobias Bjornfot
